emp_length,state,homeownership,debt_to_income,annual_income,open_credit_lines,total_credit_limit,total_credit_utilized,total_debit_limit,loan_amount,interest_rate,installment,grade,balance,paid_interest,income_group,loan_to_income,credit_utilization_rate,debt_burden
10,MO,MORTGAGE,25.96,101500.0,21,344723,113832,10000,22000,14.07,512.71,C,21490.48,498.7,High,0.22,0.33,26.29
10,AZ,MORTGAGE,23.21,80000.0,9,255116,68503,13000,15000,12.61,502.6,C,13954.16,440.94,High,0.19,0.27,23.48
2,TX,MORTGAGE,30.46,55000.0,22,375884,111070,34300,12000,16.02,422.01,C,10931.6,608.96,Low,0.22,0.3,30.76
5,WA,RENT,35.08,48000.0,8,91396,86964,3000,8000,16.02,281.34,C,7103.69,503.27,Low,0.17,0.95,36.03
1,OR,RENT,25.4,60000.0,10,119006,93001,13900,10000,12.61,225.54,C,9634.82,297.43,Low,0.17,0.78,26.18
8,MI,RENT,1.86,80000.0,9,62750,2095,56600,40000,12.62,902.37,C,39031.53,808.23,High,0.5,0.03,1.89
4,OH,MORTGAGE,23.01,45000.0,12,95048,20166,4500,12000,16.02,422.01,C,0.0,7.26,Low,0.27,0.21,23.22
6,NC,MORTGAGE,9.63,108000.0,17,559662,83253,25600,40000,14.07,932.19,C,38594.07,1328.11,High,0.37,0.15,9.78
2,IL,RENT,17.68,46500.0,13,41330,37214,0,10800,13.59,249.01,C,10151.99,580.73,Low,0.23,0.9,18.58
0,NJ,MORTGAGE,10.27,165000.0,10,356561,70604,5000,40000,15.05,952.65,C,38630.01,1421.07,High,0.24,0.2,10.47
6,IL,RENT,24.0,65000.0,8,75989,39584,14500,25000,14.07,582.62,C,24121.29,849.61,Low,0.38,0.52,24.52
4,MN,MORTGAGE,18.65,48000.0,8,159486,32041,18600,2400,13.58,81.54,C,2235.01,77.82,Low,0.05,0.2,18.85
3,AZ,MORTGAGE,20.24,135000.0,10,389217,204932,2000,16000,14.08,372.96,C,0.0,421.89,High,0.12,0.53,20.77
1,TN,RENT,11.63,90000.0,20,76354,24969,25100,7000,15.05,242.83,C,6368.07,365.73,High,0.08,0.33,11.96
10,NV,OWN,5.11,280000.0,14,56581,20955,24500,14000,13.58,475.64,C,9906.08,487.52,High,0.05,0.37,5.48
3,CA,RENT,5.79,70000.0,11,23200,7519,12300,10000,14.07,342.12,C,9318.43,336.97,Low,0.14,0.32,6.11
2,GA,RENT,8.96,28000.0,12,35850,30242,4000,5000,15.05,173.45,C,3670.68,253.75,Low,0.18,0.84,9.8
10,IN,MORTGAGE,16.97,70000.0,10,106328,40113,10500,8500,13.58,288.78,C,7915.67,275.6,Low,0.12,0.38,17.35
5,CA,RENT,14.2,65000.0,5,39662,37919,5500,5000,13.59,169.9,C,4539.14,214.96,Low,0.08,0.96,15.16
10,CA,OWN,28.91,46000.0,14,70885,45899,9500,10000,13.59,230.57,C,9399.96,537.71,Low,0.22,0.65,29.56
2,SC,RENT,13.29,59789.0,14,80031,59547,25600,10000,13.59,339.79,C,9312.65,372.27,Low,0.17,0.74,14.03
10,CT,RENT,15.0,60000.0,7,48522,33116,10300,40000,13.58,922.05,C,39055.92,839.66,Low,0.67,0.68,15.68
1,WI,RENT,35.67,40000.0,7,80103,55626,18600,8000,13.58,271.8,C,7450.02,253.35,Low,0.2,0.69,36.36
2,FL,RENT,16.08,23000.0,5,21645,11494,8600,10000,13.58,339.74,C,9312.56,324.24,Low,0.43,0.53,16.61
7,MI,OWN,17.9,80000.0,7,65433,44650,30800,25000,13.58,849.35,C,23281.4,810.59,High,0.31,0.68,18.58
5,OR,RENT,25.37,40000.0,6,32775,18962,17800,25000,13.58,849.35,C,23860.72,625.44,Low,0.62,0.58,25.95
2,CO,RENT,29.67,33000.0,10,68845,32550,8000,14000,14.08,326.34,C,13340.21,634.62,Low,0.42,0.47,30.14
1,MT,RENT,26.82,55000.0,12,78825,66471,16000,14000,14.08,326.34,C,13170.39,807.19,Low,0.25,0.84,27.66
10,FL,RENT,19.26,43000.0,5,38362,34783,4700,25000,13.59,576.41,C,23499.98,1363.15,Low,0.58,0.91,20.17
2,NJ,RENT,3.12,60000.0,21,141031,136413,21700,16000,12.61,360.87,C,15612.5,323.03,Low,0.27,0.97,4.09
10,NY,RENT,8.48,120000.0,5,44693,38660,6100,10000,15.04,238.11,C,9657.41,363.38,High,0.08,0.87,9.35
6,PA,OWN,34.05,30000.0,14,43845,28211,9800,9000,13.59,305.81,C,0.0,248.71,Low,0.3,0.64,34.69
6,NV,RENT,24.58,60000.0,19,68420,31706,30400,16000,13.58,543.59,C,14900.08,518.78,Low,0.27,0.46,25.04
10,TX,MORTGAGE,24.29,80000.0,13,518468,59611,12500,15000,14.08,513.25,C,13627.06,622.46,High,0.19,0.11,24.4
9,MD,MORTGAGE,15.17,87000.0,16,80775,39352,31000,11000,15.04,261.93,C,10623.13,399.73,High,0.13,0.49,15.66
10,AR,MORTGAGE,26.36,50000.0,8,37046,25936,10400,5000,14.07,171.06,C,4658.72,164.08,Low,0.1,0.7,27.06
3,IL,RENT,13.74,81000.0,9,48080,18382,17000,16000,12.62,536.18,C,0.0,633.25,High,0.2,0.38,14.12
3,CA,RENT,18.68,30000.0,4,35181,16773,6700,10000,12.61,225.54,C,9634.82,297.43,Low,0.33,0.48,19.16
10,IN,OWN,20.4,80000.0,5,114662,89544,12400,3000,13.59,101.94,C,2723.49,128.99,High,0.04,0.78,21.18
3,CA,RENT,20.75,86000.0,6,55613,34940,21100,14000,14.08,479.04,C,12388.76,773.01,High,0.16,0.63,21.38
10,AZ,MORTGAGE,9.35,190000.0,7,508336,71424,22000,40000,16.02,973.15,C,38207.91,2029.31,High,0.21,0.14,9.49
9,IL,MORTGAGE,15.48,142000.0,15,350863,33176,39600,27000,13.59,622.52,C,25373.48,1472.71,High,0.19,0.09,15.57
10,NY,RENT,25.44,54000.0,18,40893,24857,3100,3000,13.58,101.93,C,2093.74,97.27,Low,0.06,0.61,26.05
2,NJ,MORTGAGE,16.17,40000.0,11,30270,9954,11900,11000,13.59,373.77,C,9986.16,472.94,Low,0.28,0.33,16.5
10,OH,OWN,11.47,90000.0,26,301532,45872,53600,28000,16.02,681.21,C,26421.36,1777.57,High,0.31,0.15,11.62
10,FL,MORTGAGE,8.72,59200.0,7,142947,7100,16400,20000,16.01,486.47,C,19332.26,756.09,Low,0.34,0.05,8.77
6,OH,MORTGAGE,16.02,44500.0,10,178100,67380,4200,15000,15.05,520.35,C,13296.68,867.08,Low,0.34,0.38,16.4
8,AZ,OWN,20.82,35000.0,6,19222,8180,500,16000,16.01,562.6,C,14938.56,625.74,Low,0.46,0.43,21.25
7,IL,RENT,14.49,52000.0,15,181225,167617,6400,11000,16.01,386.79,C,10270.25,425.74,Low,0.21,0.92,15.41
7,IL,RENT,9.95,160000.0,12,86776,85159,9200,10000,12.61,335.07,C,9302.76,300.96,High,0.06,0.98,10.93
6,VA,MORTGAGE,3.06,157000.0,4,24231,20331,9500,10000,13.58,339.74,C,9312.56,324.24,High,0.06,0.84,3.9
5,ND,RENT,19.98,80000.0,14,67025,35532,11000,9000,13.58,305.77,C,8589.85,187.81,High,0.11,0.53,20.51
3,PA,MORTGAGE,19.67,34000.0,14,194925,18515,62900,10000,14.08,342.17,C,8849.12,540.41,Low,0.29,0.09,19.76
8,KS,RENT,11.05,67000.0,13,56000,19860,34400,16000,16.02,389.26,C,15097.93,994.39,Low,0.24,0.35,11.4
1,WA,RENT,22.91,25100.0,13,86251,65039,23900,3700,15.04,128.34,C,0.0,44.73,Low,0.15,0.75,23.66
5,MI,MORTGAGE,2.1,110000.0,8,23600,7724,19600,8500,13.59,288.83,C,7516.46,454.19,High,0.08,0.33,2.43
9,CA,RENT,12.83,130000.0,16,56855,33267,16600,10000,15.05,346.9,C,9097.26,476.5,High,0.08,0.59,13.42
10,MA,MORTGAGE,19.87,185000.0,13,199430,219555,68600,20000,12.62,451.19,C,19021.27,812.01,High,0.11,1.1,20.97
1,NV,RENT,25.83,40000.0,13,130311,97437,26300,16000,13.58,368.82,C,15430.34,488.52,Low,0.4,0.75,26.58
6,PA,RENT,21.89,42000.0,7,42485,39312,8600,20000,13.58,679.48,C,19088.58,417.36,Low,0.48,0.93,22.82
10,IN,OWN,21.71,44000.0,9,54868,25223,46200,20000,16.02,486.58,C,18872.39,1287.49,Low,0.45,0.46,22.17
10,CA,RENT,9.78,130000.0,10,75824,61905,16800,35000,14.07,1197.41,C,0.0,43.5,High,0.27,0.82,10.6
1,TN,RENT,8.47,18000.0,6,18100,2400,18100,18125,13.59,615.87,C,0.0,75.26,Low,1.01,0.13,8.6
2,OR,MORTGAGE,10.28,110000.0,8,388138,36328,7800,30000,16.01,729.71,C,28998.37,1160.82,High,0.27,0.09,10.37
10,NY,MORTGAGE,14.03,99000.0,12,300915,36865,7300,10000,16.02,351.67,C,8826.93,613.03,High,0.1,0.12,14.15
4,MO,OWN,33.94,85000.0,16,57583,39667,7150,14000,13.59,475.71,C,12379.36,736.77,High,0.16,0.69,34.63
10,AZ,MORTGAGE,24.15,65000.0,9,346271,56535,13500,7000,13.59,237.86,C,6354.8,300.96,Low,0.11,0.16,24.31
10,IL,OWN,17.23,50000.0,14,127498,16349,21200,20000,12.62,451.19,C,19021.27,812.01,Low,0.4,0.13,17.36
10,CA,MORTGAGE,16.91,99270.0,4,497558,40212,26000,35000,12.62,1172.9,C,32560.06,1238.27,High,0.35,0.08,16.99
1,CA,MORTGAGE,32.1,110000.0,20,555090,81519,81350,35000,14.08,815.85,C,32925.98,1950.47,High,0.32,0.15,32.25
10,MO,MORTGAGE,28.61,120000.0,16,281562,207677,59500,40000,15.05,1387.6,C,35457.82,2362.38,High,0.33,0.74,29.35
5,NC,MORTGAGE,26.02,50000.0,13,209565,43443,24400,12000,13.58,407.69,C,11175.06,389.08,Low,0.24,0.21,26.23
1,FL,MORTGAGE,23.81,128000.0,18,626536,156179,40400,30700,13.58,707.67,C,29606.98,1006.83,High,0.24,0.25,24.06
4,MA,RENT,14.4,86000.0,9,54844,33271,18800,35000,16.02,1230.85,C,31078.69,2201.79,High,0.41,0.61,15.01
1,OH,MORTGAGE,23.61,36000.0,13,145676,39842,3200,10000,14.08,233.1,C,9407.42,565.1,Low,0.28,0.27,23.88
2,NC,OWN,35.58,60000.0,14,120291,61977,45300,5000,15.04,173.43,C,4663.53,175.46,Low,0.08,0.52,36.1
0,TX,RENT,16.15,24000.0,8,25999,18953,6500,13000,13.58,441.67,C,0.0,34.32,Low,0.54,0.73,16.88
7,AR,MORTGAGE,49.94,20000.0,8,277911,42088,15000,24000,12.61,541.3,C,23123.55,730.64,Low,1.2,0.15,50.09
10,SC,MORTGAGE,11.02,50000.0,5,24900,14353,3000,4000,13.58,135.9,C,3725.01,126.67,Low,0.08,0.58,11.6
10,WY,RENT,11.57,90000.0,8,38667,21543,7800,11000,16.02,267.62,C,0.0,325.91,High,0.12,0.56,12.13
10,CA,RENT,33.26,72000.0,13,171280,105514,19400,19500,16.02,474.41,C,18400.61,1229.27,High,0.27,0.62,33.88
2,FL,MORTGAGE,69.44,28000.0,9,272533,84029,21400,32000,15.05,762.12,C,30150.25,1934.09,Low,1.14,0.31,69.75
3,GA,RENT,8.69,25000.0,8,15500,6054,12700,6000,13.59,203.88,C,5304.78,319.65,Low,0.24,0.39,9.08
0,NY,RENT,25.12,45000.0,11,47005,35085,14000,15000,16.01,527.43,C,14004.93,573.88,Low,0.33,0.75,25.87
10,AL,MORTGAGE,25.31,45000.0,12,120239,18703,16300,28000,16.02,681.21,C,26745.52,1408.06,Low,0.62,0.16,25.47
3,TX,RENT,5.7,72000.0,9,37100,13665,21800,30000,14.08,1026.5,C,27254.14,1336.67,High,0.42,0.37,6.07
2,GA,RENT,35.36,58000.0,13,108602,58311,53400,3800,14.07,130.01,C,3452.12,169.19,Low,0.07,0.54,35.9
10,CA,RENT,24.55,65500.0,7,56900,40017,19700,28000,16.02,984.68,C,25507.11,1271.39,Low,0.43,0.7,25.25
10,NY,RENT,1.79,45000.0,2,9300,3343,9300,4200,12.62,140.75,C,3706.84,207.65,Low,0.09,0.36,2.15
10,MI,RENT,7.14,20000.0,28,71700,66748,13000,10000,13.59,230.57,C,9522.69,437.42,Low,0.5,0.93,8.07
10,PA,RENT,38.79,50000.0,19,90151,48902,22700,5000,16.02,175.84,C,4668.34,186.96,Low,0.1,0.54,39.33
8,CA,OWN,31.89,108000.0,10,727959,134685,44700,25000,14.08,582.75,C,24121.52,830.66,High,0.23,0.19,32.08
5,NV,MORTGAGE,20.32,45000.0,11,52907,26868,12500,5000,13.59,169.9,C,4539.14,214.96,Low,0.11,0.51,20.83
3,TX,RENT,26.13,26000.0,11,36477,29278,4700,6300,16.01,221.53,C,5882.04,235.42,Low,0.24,0.8,26.93
10,OK,MORTGAGE,33.04,64106.0,9,106107,29725,22600,25000,16.02,879.18,C,22774.2,1268.67,Low,0.39,0.28,33.32
3,FL,RENT,7.85,75000.0,10,33000,8486,10900,16000,12.61,360.87,C,15415.69,487.09,High,0.21,0.26,8.11
1,CA,RENT,17.1,110000.0,16,75321,50175,19300,7200,14.07,246.33,C,6708.55,241.91,High,0.07,0.67,17.77
10,FL,RENT,30.25,34000.0,8,55396,17136,37200,6500,12.61,217.8,C,6046.78,195.63,Low,0.19,0.31,30.56
3,NY,RENT,8.68,60000.0,8,26889,14002,8400,10000,13.58,339.74,C,9312.56,354.42,Low,0.17,0.52,9.2
10,FL,MORTGAGE,9.81,144000.0,17,306048,42895,38200,25000,15.04,595.28,C,24143.99,1053.98,High,0.17,0.14,9.95
1,TX,OWN,37.4,30000.0,9,52297,27277,17600,5000,16.01,175.81,C,4668.31,186.85,Low,0.17,0.52,37.92
10,TN,RENT,17.53,38000.0,7,33624,13236,11700,10000,16.02,351.67,C,9109.69,498.57,Low,0.26,0.39,17.92
3,NJ,RENT,8.92,30000.0,12,18204,17724,5000,6200,13.59,210.67,C,5442.75,260.75,Low,0.21,0.97,9.89
9,NY,MORTGAGE,20.59,90000.0,9,64474,35687,7200,40000,16.01,972.94,C,39115.59,1025.89,High,0.44,0.55,21.14
5,TX,OWN,5.96,60000.0,5,13217,9799,6000,15000,14.08,349.65,C,14293.08,679.95,Low,0.25,0.74,6.7
10,SC,MORTGAGE,11.03,79500.0,7,189118,32978,6500,12000,13.58,407.69,C,11175.06,380.02,High,0.15,0.17,11.2
2,OH,RENT,30.43,28000.0,12,33156,20996,8300,5000,16.02,175.84,C,4439.79,289.32,Low,0.18,0.63,31.06
0,CA,RENT,31.32,82000.0,6,158617,179947,10800,12000,15.04,285.74,C,11588.87,436.06,High,0.15,1.13,32.45
10,NJ,RENT,22.04,55000.0,8,54734,41218,9500,10000,16.01,351.62,C,9336.62,382.59,Low,0.18,0.75,22.79
10,CT,MORTGAGE,19.84,75000.0,9,92143,43953,50500,36000,13.59,830.03,C,34284.21,1536.38,High,0.48,0.48,20.32
0,NJ,MORTGAGE,3.77,240000.0,11,779847,111239,22700,21000,12.61,473.64,C,20491.41,423.98,High,0.09,0.14,3.91
1,CO,MORTGAGE,30.78,72100.0,22,355726,129542,32600,12000,12.62,402.14,C,0.0,427.98,High,0.17,0.36,31.14
5,NH,RENT,18.7,50000.0,8,34162,24535,8100,14000,16.02,492.34,C,12431.48,868.26,Low,0.28,0.72,19.42
9,CA,RENT,27.19,130000.0,24,171469,103463,53300,17000,12.62,569.7,C,15003.87,840.45,High,0.13,0.6,27.79
3,TN,MORTGAGE,24.08,80000.0,22,260408,72737,35900,16000,15.05,381.06,C,15075.12,946.98,High,0.2,0.28,24.36
3,NC,MORTGAGE,7.94,75000.0,6,292304,82681,7500,20000,14.08,466.2,C,18814.85,1130.21,High,0.27,0.28,8.22
10,FL,MORTGAGE,17.1,177000.0,12,541190,65993,12900,10000,12.61,225.54,C,9757.82,201.89,High,0.06,0.12,17.22
3,NC,MORTGAGE,8.75,210000.0,13,355586,39189,13500,32000,14.07,1094.78,C,30552.4,716.95,High,0.15,0.11,8.86
6,TX,MORTGAGE,23.53,155000.0,37,267803,171370,50700,16050,16.01,564.35,C,15344.89,459.28,High,0.1,0.64,24.17
3,FL,RENT,21.67,38000.0,13,147157,20931,69800,25000,16.02,608.22,C,23590.52,1609.37,Low,0.66,0.14,21.81
3,KY,MORTGAGE,18.96,35000.0,6,68273,12299,7600,10000,15.05,346.9,C,9097.26,476.5,Low,0.29,0.18,19.14
8,AK,MORTGAGE,27.04,51000.0,8,288077,66779,28800,15000,15.05,357.25,C,14486.24,545.45,Low,0.29,0.23,27.27
3,NV,RENT,11.3,70000.0,3,27231,15041,300,3200,13.59,108.74,C,2905.93,138.47,Low,0.05,0.55,11.85
5,WA,RENT,16.66,94000.0,6,62210,51896,23850,20000,15.05,693.8,C,17728.91,1181.19,High,0.21,0.83,17.49
6,NY,RENT,8.24,68450.0,11,50454,36135,17400,32000,12.62,1072.36,C,28242.66,1548.37,Low,0.47,0.72,8.96
0,MN,RENT,24.35,27354.0,9,27809,20173,17300,12000,16.01,421.95,C,11203.92,448.42,Low,0.44,0.73,25.08
10,WA,RENT,25.86,75000.0,11,101900,52786,31100,32150,13.58,741.1,C,30615.11,1381.0,High,0.43,0.52,26.38
0,VT,RENT,8.7,60000.0,4,16000,11539,6000,20000,14.07,466.1,C,19534.08,450.65,Low,0.33,0.72,9.42
10,OR,MORTGAGE,45.99,38000.0,7,266557,68901,20000,32200,14.07,750.41,C,31068.24,1094.3,Low,0.85,0.26,46.25
7,MI,MORTGAGE,22.52,120000.0,13,308813,110441,31500,8000,14.08,273.74,C,7267.74,356.44,High,0.07,0.36,22.88
0,TN,MORTGAGE,10.62,40000.0,8,286662,25205,11200,7500,13.59,254.85,C,6630.98,399.57,Low,0.19,0.09,10.71
4,NY,RENT,14.85,35000.0,8,62188,56484,9300,4000,16.02,140.67,C,3551.84,251.63,Low,0.11,0.91,15.76
10,CA,MORTGAGE,4.3,120000.0,5,337987,5720,2500,16000,12.61,360.87,C,15415.69,475.88,High,0.13,0.02,4.32
5,CA,MORTGAGE,12.89,115000.0,12,527790,88149,0,40000,15.04,952.44,C,38629.65,1453.55,High,0.35,0.17,13.06
0,NY,MORTGAGE,17.86,60000.0,5,47800,32393,32300,17150,12.62,574.72,C,15547.5,684.36,Low,0.29,0.68,18.54
4,NC,RENT,4.55,39600.0,2,4000,3969,4000,4800,14.07,164.22,C,4582.85,107.54,Low,0.12,0.99,5.54
3,LA,OWN,26.28,37540.0,6,43974,35883,1000,10000,12.61,335.07,C,9537.6,228.76,Low,0.27,0.82,27.1
10,NY,RENT,5.63,100000.0,5,29361,14280,4000,10000,13.59,230.57,C,9522.69,490.27,High,0.1,0.49,6.12
5,NY,RENT,15.93,55000.0,7,56150,9695,39300,35000,13.59,1189.26,C,30944.76,1838.21,Low,0.64,0.17,16.1
10,CA,RENT,29.11,62000.0,7,88918,69325,11000,3500,12.61,117.28,C,3255.95,105.34,Low,0.06,0.78,29.89
6,MS,MORTGAGE,24.87,125000.0,8,327524,84348,17300,35000,16.02,851.51,C,33026.71,2206.38,High,0.28,0.26,25.13
9,NJ,RENT,29.9,38455.0,21,74199,47941,18500,5000,13.58,169.87,C,4656.28,145.15,Low,0.13,0.65,30.55
6,TN,OWN,16.05,65000.0,16,132676,122541,3700,10000,13.58,339.74,C,9312.56,324.24,Low,0.15,0.92,16.97
8,KS,MORTGAGE,7.45,68000.0,5,196494,17790,24500,28000,15.05,666.86,C,26713.27,1357.3,Low,0.41,0.09,7.54
2,AL,RENT,14.51,54000.0,12,25372,13840,7375,8675,15.05,300.94,C,0.0,379.54,Low,0.16,0.55,15.06
10,WA,MORTGAGE,23.47,72000.0,15,355336,59056,5000,4000,15.05,138.76,C,0.0,142.36,High,0.06,0.17,23.64
10,CA,RENT,16.43,275000.0,13,198460,110426,80000,40000,13.59,922.25,C,38090.87,1749.67,High,0.15,0.56,16.99
10,NY,RENT,18.8,75000.0,13,44877,36434,10200,25000,15.05,867.25,C,22481.23,1198.62,High,0.33,0.81,19.61
10,SC,MORTGAGE,23.76,45000.0,9,92946,26817,11000,16000,15.05,381.06,C,15075.2,967.12,Low,0.36,0.29,24.05
9,NE,MORTGAGE,32.75,46236.0,12,36257,29780,16500,8000,16.01,281.3,C,7469.28,306.06,Low,0.17,0.82,33.57
2,WI,RENT,37.36,30000.0,8,50081,27259,2800,4200,13.58,142.7,C,3911.24,150.04,Low,0.14,0.54,37.9
5,FL,MORTGAGE,7.46,125000.0,8,227613,74309,23300,26000,15.04,619.09,C,25409.88,626.34,High,0.21,0.33,7.79
3,GA,RENT,9.23,52000.0,6,55300,58125,12400,3625,13.59,123.18,C,3204.96,190.39,Low,0.07,1.05,10.28
10,AR,RENT,29.62,50000.0,6,67576,42441,12000,23075,16.01,561.27,C,22304.57,964.7,Low,0.46,0.63,30.25
8,CA,MORTGAGE,16.7,68000.0,26,88674,18353,43500,6000,15.05,208.14,C,5318.67,354.35,Low,0.09,0.21,16.91
10,AR,OWN,14.34,40000.0,7,21700,11265,2500,7500,15.05,260.18,C,6822.92,357.37,Low,0.19,0.52,14.86
10,MO,OWN,38.33,50000.0,9,144916,26746,20200,8400,13.58,285.39,C,7822.52,266.02,Low,0.17,0.18,38.51
3,TX,RENT,11.99,110000.0,13,121638,44509,47400,25000,14.07,582.62,C,24121.29,849.61,High,0.23,0.37,12.36
4,NC,OWN,26.03,24480.0,27,35700,3816,13700,12000,15.05,416.28,C,10916.71,571.8,Low,0.49,0.11,26.14
3,CA,MORTGAGE,13.62,100000.0,5,266600,17478,13600,9600,12.61,321.67,C,8930.65,288.93,High,0.1,0.07,13.69
2,TN,MORTGAGE,28.48,45000.0,19,177925,53762,8900,2000,13.59,67.96,C,1768.26,105.04,Low,0.04,0.3,28.78
4,IL,RENT,24.2,55000.0,21,48700,30581,10000,10500,15.05,250.07,C,10017.49,508.99,Low,0.19,0.63,24.83
3,OH,RENT,22.48,70000.0,12,71326,37363,15800,12500,13.58,288.14,C,12054.96,400.52,Low,0.18,0.52,23.0
10,WA,RENT,22.12,50000.0,11,54200,28134,25600,14400,16.01,350.26,C,13919.22,544.38,Low,0.29,0.52,22.64
9,GA,MORTGAGE,22.28,145000.0,26,437791,154082,26200,24000,13.59,553.35,C,22854.52,1158.52,High,0.17,0.35,22.63
7,PA,MORTGAGE,50.51,46000.0,13,197513,58542,16400,22000,12.61,496.19,C,21196.6,654.35,Low,0.48,0.3,50.81
10,CA,MORTGAGE,17.11,150000.0,25,753199,99680,118500,16000,14.08,372.96,C,15051.88,891.65,High,0.11,0.13,17.24
0,KS,OWN,10.34,130000.0,9,39929,17378,9900,20000,12.61,670.13,C,18605.56,601.94,High,0.15,0.44,10.78
4,AK,RENT,20.68,22800.0,3,11500,8130,3500,10000,15.04,346.85,C,9327.09,359.28,Low,0.44,0.71,21.39
9,NE,MORTGAGE,17.33,70000.0,10,296730,50622,6000,9500,12.61,318.32,C,9060.72,190.7,Low,0.14,0.17,17.5
3,NY,RENT,4.99,50000.0,7,37695,5988,37600,20000,12.61,670.13,C,13593.3,589.68,Low,0.4,0.16,5.15
10,GA,MORTGAGE,35.0,150000.0,29,381206,183352,124100,35000,16.01,1230.67,C,0.0,572.18,High,0.23,0.48,35.48
10,IN,MORTGAGE,25.0,54000.0,9,227200,25341,59600,30000,12.62,1005.34,C,26477.48,1462.11,Low,0.56,0.11,25.11
5,WV,RENT,12.41,70000.0,7,22341,14943,3200,7000,16.01,246.14,C,6535.61,267.8,Low,0.1,0.67,13.08
2,OR,RENT,18.86,80000.0,12,71326,43288,23900,20000,13.59,679.58,C,18156.66,837.23,High,0.25,0.61,19.47
3,NC,RENT,5.7,24000.0,3,3400,3336,3400,2800,14.07,95.8,C,2608.87,94.08,Low,0.12,0.98,6.68
3,VA,MORTGAGE,11.06,35600.0,6,26000,13661,15100,15000,14.08,349.65,C,14111.13,847.65,Low,0.42,0.53,11.59
2,NC,OWN,8.33,52000.0,3,18269,16147,5800,7000,14.07,239.49,C,5516.33,223.86,Low,0.13,0.88,9.21
10,NY,MORTGAGE,32.04,60000.0,20,283173,150621,57400,28000,12.61,631.51,C,26977.5,852.41,Low,0.47,0.53,32.57
0,TX,RENT,5.41,54000.0,6,17200,10517,11600,10000,12.62,335.12,C,8825.79,494.38,Low,0.19,0.61,6.02
3,PA,MORTGAGE,28.15,130000.0,11,160068,79704,41000,36000,12.62,812.13,C,34238.33,1423.75,High,0.28,0.5,28.65
10,KS,MORTGAGE,36.1,69900.0,8,135682,80087,33400,6000,14.07,205.27,C,5590.48,201.6,Low,0.09,0.59,36.69
10,MO,MORTGAGE,74.85,24538.0,12,271233,28600,14900,10000,13.59,339.79,C,9078.85,430.46,Low,0.41,0.11,74.96
10,NY,RENT,7.85,72000.0,2,11500,8151,0,17000,15.05,589.73,C,15465.34,810.05,High,0.24,0.71,8.56
2,CT,RENT,19.58,65000.0,14,92847,48378,21400,21000,14.07,489.4,C,20261.89,713.67,Low,0.32,0.52,20.1
10,NC,OWN,26.4,48000.0,7,59731,41867,19200,10000,12.62,335.12,C,0.0,443.54,Low,0.21,0.7,27.1
3,CA,MORTGAGE,15.15,40000.0,7,29415,24976,12300,20000,15.05,476.33,C,18843.88,1208.81,Low,0.5,0.85,16.0
10,AZ,MORTGAGE,3.36,236000.0,12,52600,19417,25700,35000,13.59,1189.26,C,30944.76,1838.21,High,0.15,0.37,3.73
10,CA,RENT,20.88,33395.0,9,26309,19046,7200,4800,14.07,164.22,C,4472.37,157.53,Low,0.14,0.72,21.6
3,FL,RENT,32.29,31000.0,7,48467,30715,17500,16000,13.59,368.9,C,15040.0,872.42,Low,0.52,0.63,32.92
10,CA,MORTGAGE,26.07,110000.0,18,444013,53744,18000,2400,13.58,81.54,C,2290.62,51.89,High,0.02,0.12,26.19
0,AZ,RENT,14.44,33500.0,4,66747,63100,6500,4500,12.62,150.81,C,3971.58,222.47,Low,0.13,0.95,15.39
10,MI,MORTGAGE,12.58,140000.0,16,81034,44076,16300,12000,14.08,410.6,C,10618.96,700.13,High,0.09,0.54,13.12
9,OR,MORTGAGE,209.1,19000.0,14,363425,330087,50700,24000,12.62,541.42,C,0.0,532.76,Low,1.26,0.91,210.01
1,CA,RENT,25.94,39000.0,6,43983,21638,11800,15000,19.03,550.07,D,13388.72,1123.21,Low,0.38,0.49,26.43
10,VA,MORTGAGE,18.05,81120.0,10,403183,27759,8500,16000,18.06,578.93,D,14616.64,1004.6,High,0.2,0.07,18.12
10,VA,OWN,13.72,103000.0,5,59085,47278,10900,8000,18.06,289.47,D,7128.82,560.12,High,0.08,0.8,14.52
9,KY,OWN,23.35,85000.0,36,170053,88797,43800,14000,18.45,358.95,D,13562.24,610.39,High,0.16,0.52,23.87
10,MN,MORTGAGE,27.53,55000.0,12,148679,50530,24200,6000,18.45,218.28,D,5616.66,259.2,Low,0.11,0.34,27.87
1,NM,RENT,74.3,30000.0,13,118287,61334,36200,40000,17.09,996.04,D,38257.73,2203.91,Low,1.33,0.52,74.82
3,CT,OWN,11.79,62000.0,12,310682,77257,12300,20000,18.06,723.66,D,17822.13,1400.3,Low,0.32,0.25,12.04
8,FL,MORTGAGE,27.13,28000.0,8,157919,24433,8700,16000,17.09,571.17,D,14597.17,866.66,Low,0.57,0.15,27.28
2,PA,MORTGAGE,39.77,32000.0,8,193706,38227,13400,11500,19.03,298.51,D,10900.59,880.98,Low,0.36,0.2,39.97
4,MI,MORTGAGE,25.75,85000.0,14,230027,62383,28900,35000,18.45,897.37,D,33905.61,1721.26,High,0.41,0.27,26.02
3,TX,RENT,32.25,48000.0,22,79907,46532,25300,16800,18.06,427.16,D,16086.82,978.6,Low,0.35,0.58,32.83
